datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,season_2,season_3,season_4,y_pred
2011-01-23 11:00:00,1,0,0,1,5.74,6.82,43,15.0013,0,0,0,77.8750856562319
2011-01-23 12:00:00,1,0,0,1,6.56,6.06,37,31.0009,0,0,0,103.96482828192191
2011-01-23 13:00:00,1,0,0,1,5.74,5.305,33,26.0027,0,0,0,106.06990201882837
2011-01-23 14:00:00,1,0,0,1,6.56,6.82,28,23.9994,0,0,0,129.34016300825874
2011-01-23 15:00:00,1,0,0,1,6.56,6.82,28,23.9994,0,0,0,129.34016300825874
2011-01-23 16:00:00,1,0,0,1,6.56,6.82,26,22.0028,0,0,0,134.97912628077802
2011-01-23 17:00:00,1,0,0,1,5.74,5.305,26,26.0027,0,0,0,125.80627347264588
2011-01-23 18:00:00,1,0,0,1,4.92,6.06,30,16.9979,0,0,0,105.35549411947517
2011-01-23 19:00:00,1,0,0,1,4.92,6.06,30,19.0012,0,0,0,105.35549411947517
2011-01-23 20:00:00,1,0,0,1,4.1,5.305,36,16.9979,0,0,0,79.26575149378513
2011-01-23 21:00:00,1,0,0,1,4.1,5.305,36,12.998,0,0,0,79.26575149378513
2011-01-23 22:00:00,1,0,0,1,3.28,4.545,38,12.998,0,0,0,64.4539354131337
2011-01-23 23:00:00,1,0,0,1,2.46,3.03,41,15.0013,0,0,0,46.82263769622263
2011-01-24 00:00:00,1,0,1,1,2.46,3.03,41,12.998,0,0,0,46.82263769622263
2011-01-24 01:00:00,1,0,1,1,1.64,2.275,45,12.998,0,0,0,26.371858343051898
2011-01-24 03:00:00,1,0,1,1,1.64,1.515,45,16.9979,0,0,0,26.371858343051898
2011-01-24 04:00:00,1,0,1,1,0.82,3.03,48,8.9981,0,0,0,8.74056062614082
2011-01-24 05:00:00,1,0,1,1,0.82,3.03,48,8.9981,0,0,0,8.74056062614082
2011-01-24 06:00:00,1,0,1,1,0.82,3.79,48,6.0032,0,0,0,8.74056062614082
2011-01-24 07:00:00,1,0,1,1,0.82,6.06,48,0.0,0,0,0,8.74056062614082
2011-01-24 08:00:00,1,0,1,1,1.64,6.82,49,0.0,0,0,0,15.093931798013315
2011-01-24 09:00:00,1,0,1,1,2.46,7.575,41,0.0,0,0,0,46.82263769622263
2011-01-24 10:00:00,1,0,1,1,4.1,6.82,42,0.0,0,0,0,62.34886167622726
2011-01-24 11:00:00,1,0,1,1,4.1,6.06,46,8.9981,0,0,0,51.070935131188676
2011-01-24 12:00:00,1,0,1,2,4.92,6.82,42,12.998,0,0,0,71.5217144843594
2011-01-24 13:00:00,1,0,1,2,5.74,6.82,43,15.0013,0,0,0,77.8750856562319
2011-01-24 14:00:00,1,0,1,2,5.74,6.82,46,15.0013,0,0,0,69.41664074745297
2011-01-24 15:00:00,1,0,1,1,6.56,8.335,40,11.0014,0,0,0,95.50638337314298
2011-01-24 16:00:00,1,0,1,1,6.56,7.575,47,16.9979,0,0,0,75.77001191932546
2011-01-24 17:00:00,1,0,1,1,5.74,6.06,50,16.9979,0,0,0,58.13871420241438
2011-01-24 18:00:00,1,0,1,1,5.74,6.82,59,12.998,0,0,0,32.763379476077574
2011-01-24 19:00:00,1,0,1,1,5.74,7.575,54,11.0014,0,0,0,46.860787657375795
2011-01-24 20:00:00,1,0,1,1,5.74,6.82,59,12.998,0,0,0,32.763379476077574
2011-01-24 21:00:00,1,0,1,1,5.74,7.575,63,11.0014,0,0,0,21.485452931038992
2011-01-24 22:00:00,1,0,1,2,5.74,6.82,63,15.0013,0,0,0,21.485452931038992
2011-01-24 23:00:00,1,0,1,2,6.56,7.575,64,16.9979,0,0,0,27.838824102911474
2011-01-25 00:00:00,1,0,1,2,6.56,6.82,69,19.0012,0,0,0,13.741415921613239
2011-01-25 01:00:00,1,0,1,2,6.56,8.335,69,11.0014,0,0,0,13.741415921613239
2011-01-25 02:00:00,1,0,1,1,6.56,7.575,69,15.0013,0,0,0,13.741415921613239
2011-01-25 04:00:00,1,0,1,1,5.74,8.335,74,7.0015,0,0,0,-9.528845067817116
2011-01-25 05:00:00,1,0,1,1,5.74,6.82,74,15.0013,0,0,0,-9.528845067817116
2011-01-25 06:00:00,1,0,1,1,6.56,9.09,74,7.0015,0,0,0,-0.3559922596849958
2011-01-25 07:00:00,1,0,1,1,6.56,7.575,74,15.0013,0,0,0,-0.3559922596849958
2011-01-25 08:00:00,1,0,1,2,6.56,9.09,74,8.9981,0,0,0,-0.3559922596849958
2011-01-25 09:00:00,1,0,1,2,8.2,11.365,64,6.0032,0,0,0,46.18452971917576
2011-01-25 10:00:00,1,0,1,2,9.02,12.12,60,7.0015,0,0,0,66.63530907234649
2011-01-25 11:00:00,1,0,1,2,9.84,12.12,60,8.9981,0,0,0,75.80816188047864
2011-01-25 12:00:00,1,0,1,2,10.66,14.395,56,6.0032,0,0,0,96.25894123364937
2011-01-25 13:00:00,1,0,1,2,10.66,13.635,56,8.9981,0,0,0,96.25894123364937
2011-01-25 14:00:00,1,0,1,2,12.3,16.665,45,0.0,0,0,0,145.61894484876976
2011-01-25 15:00:00,1,0,1,2,13.12,17.425,42,0.0,0,0,0,163.25024256568082
2011-01-25 16:00:00,1,0,1,2,13.12,17.425,42,0.0,0,0,0,163.25024256568082
2011-01-25 17:00:00,1,0,1,1,12.3,16.665,45,0.0,0,0,0,145.61894484876976
2011-01-25 18:00:00,1,0,1,2,12.3,15.91,49,6.0032,0,0,0,134.34101830373118
2011-01-25 19:00:00,1,0,1,2,10.66,12.88,65,11.0014,0,0,0,70.88360650731255
2011-01-25 20:00:00,1,0,1,1,9.84,11.365,65,12.998,0,0,0,61.7107536991804
2011-01-25 21:00:00,1,0,1,1,9.84,11.365,65,12.998,0,0,0,61.7107536991804
2011-01-25 22:00:00,1,0,1,1,9.02,11.365,64,11.0014,0,0,0,55.357382527307905
2011-01-25 23:00:00,1,0,1,2,9.02,11.365,64,11.0014,0,0,0,55.357382527307905
2011-01-26 00:00:00,1,0,1,2,9.02,11.365,69,8.9981,0,0,0,41.25997434600967
2011-01-26 01:00:00,1,0,1,2,9.84,12.12,65,8.9981,0,0,0,61.7107536991804
2011-01-26 02:00:00,1,0,1,3,9.02,11.365,69,12.998,0,0,0,41.25997434600967
2011-01-26 05:00:00,1,0,1,3,8.2,9.09,86,19.0012,0,0,0,-15.844066278536445
2011-01-26 06:00:00,1,0,1,3,8.2,9.09,86,19.0012,0,0,0,-15.844066278536445
2011-01-26 07:00:00,1,0,1,3,9.02,10.605,87,19.9995,0,0,0,-9.490695106663964
2011-01-26 08:00:00,1,0,1,3,9.02,10.605,87,19.9995,0,0,0,-9.490695106663964
2011-01-26 09:00:00,1,0,1,3,9.02,10.605,87,19.9995,0,0,0,-9.490695106663964
2011-01-26 10:00:00,1,0,1,3,9.02,10.605,93,19.0012,0,0,0,-26.407584924221823
2011-01-26 11:00:00,1,0,1,3,9.02,9.85,93,22.0028,0,0,0,-26.407584924221823
2011-01-26 12:00:00,1,0,1,3,9.02,9.85,93,22.0028,0,0,0,-26.407584924221823
2011-01-26 13:00:00,1,0,1,3,9.02,9.85,93,22.0028,0,0,0,-26.407584924221823
2011-01-26 14:00:00,1,0,1,3,9.02,9.85,93,23.9994,0,0,0,-26.407584924221823
2011-01-26 15:00:00,1,0,1,3,9.02,9.09,93,31.0009,0,0,0,-26.407584924221823
2011-01-26 16:00:00,1,0,1,4,9.02,9.85,93,22.0028,0,0,0,-26.407584924221823
2011-01-26 17:00:00,1,0,1,3,8.2,9.09,93,23.9994,0,0,0,-35.58043773235397
2011-01-27 16:00:00,1,0,1,1,9.02,11.365,55,12.998,0,0,0,80.73271725364472
2011-01-27 17:00:00,1,0,1,1,9.02,12.12,55,7.0015,0,0,0,80.73271725364472
2011-01-27 18:00:00,1,0,1,1,8.2,11.365,69,6.0032,0,0,0,32.08712153787752
2011-01-27 19:00:00,1,0,1,1,8.2,11.365,69,6.0032,0,0,0,32.08712153787752
2011-01-27 20:00:00,1,0,1,1,7.38,10.605,74,6.0032,0,0,0,8.816860548447167
2011-01-27 21:00:00,1,0,1,1,7.38,10.605,74,6.0032,0,0,0,8.816860548447167
2011-01-27 22:00:00,1,0,1,1,7.38,10.605,74,6.0032,0,0,0,8.816860548447167
2011-01-27 23:00:00,1,0,1,1,7.38,9.85,80,11.0014,0,0,0,-8.100029269110706
2011-01-28 00:00:00,1,0,1,2,8.2,10.605,75,8.9981,0,0,0,15.170231720319649
2011-01-28 01:00:00,1,0,1,2,8.2,10.605,75,8.9981,0,0,0,15.170231720319649
2011-01-28 02:00:00,1,0,1,2,8.2,10.605,75,11.0014,0,0,0,15.170231720319649
2011-01-28 03:00:00,1,0,1,2,8.2,11.365,75,7.0015,0,0,0,15.170231720319649
2011-01-28 05:00:00,1,0,1,2,7.38,10.605,80,7.0015,0,0,0,-8.100029269110706
2011-01-28 06:00:00,1,0,1,2,7.38,9.85,80,8.9981,0,0,0,-8.100029269110706
2011-01-28 07:00:00,1,0,1,2,6.56,9.85,86,6.0032,0,0,0,-34.18977189480074
2011-01-28 08:00:00,1,0,1,2,6.56,9.85,86,6.0032,0,0,0,-34.18977189480074
2011-01-28 09:00:00,1,0,1,3,7.38,10.605,86,6.0032,0,0,0,-25.016919086668594
2011-01-28 10:00:00,1,0,1,3,7.38,10.605,86,7.0015,0,0,0,-25.016919086668594
2011-01-28 11:00:00,1,0,1,3,7.38,10.605,93,7.0015,0,0,0,-44.75329054048612
2011-01-28 12:00:00,1,0,1,3,7.38,10.605,93,7.0015,0,0,0,-44.75329054048612
2011-01-28 13:00:00,1,0,1,3,7.38,10.605,93,7.0015,0,0,0,-44.75329054048612
2011-01-28 14:00:00,1,0,1,3,9.02,13.635,80,0.0,0,0,0,10.245676347153562
2011-01-28 15:00:00,1,0,1,2,8.2,12.88,86,0.0,0,0,0,-15.844066278536445
2011-01-28 16:00:00,1,0,1,1,9.02,13.635,80,0.0,0,0,0,10.245676347153562
2011-01-28 17:00:00,1,0,1,1,9.84,12.12,75,8.9981,0,0,0,33.515937336583946
2011-01-28 18:00:00,1,0,1,1,9.84,11.365,75,12.998,0,0,0,33.515937336583946
2011-01-28 19:00:00,1,0,1,2,9.84,12.12,75,8.9981,0,0,0,33.515937336583946
2011-01-28 20:00:00,1,0,1,2,9.84,11.365,70,12.998,0,0,0,47.61334551788218
2011-01-28 21:00:00,1,0,1,2,9.02,11.365,75,8.9981,0,0,0,24.343084528451797
2011-01-28 22:00:00,1,0,1,1,9.84,10.605,65,23.9994,0,0,0,61.7107536991804
2011-01-28 23:00:00,1,0,1,1,9.84,11.365,60,15.0013,0,0,0,75.80816188047864
2011-01-29 00:00:00,1,0,0,1,9.02,9.85,64,23.9994,0,0,0,55.357382527307905
2011-01-29 01:00:00,1,0,0,1,9.02,11.365,64,12.998,0,0,0,55.357382527307905
2011-01-29 02:00:00,1,0,0,1,9.02,11.365,64,11.0014,0,0,0,55.357382527307905
2011-01-29 03:00:00,1,0,0,1,8.2,10.605,64,8.9981,0,0,0,46.18452971917576
2011-01-29 04:00:00,1,0,0,1,6.56,9.09,69,7.0015,0,0,0,13.741415921613239
2011-01-29 06:00:00,1,0,0,1,6.56,9.09,64,8.9981,0,0,0,27.838824102911474
2011-01-29 07:00:00,1,0,0,1,6.56,9.09,59,7.0015,0,0,0,41.93623228420971
2011-01-29 08:00:00,1,0,0,1,7.38,9.85,55,11.0014,0,0,0,62.38701163738044
2011-01-29 09:00:00,1,0,0,1,7.38,10.605,59,6.0032,0,0,0,51.10908509234186
2011-01-29 10:00:00,1,0,0,2,7.38,10.605,64,7.0015,0,0,0,37.01167691104362
2011-01-29 11:00:00,1,0,0,2,7.38,9.85,64,8.9981,0,0,0,37.01167691104362
2011-01-29 12:00:00,1,0,0,2,8.2,9.85,59,12.998,0,0,0,60.28193790047399
2011-01-29 13:00:00,1,0,0,2,9.02,11.365,55,11.0014,0,0,0,80.73271725364472
2011-01-29 14:00:00,1,0,0,2,9.02,11.365,60,8.9981,0,0,0,66.63530907234649
2011-01-29 15:00:00,1,0,0,1,9.02,10.605,69,16.9979,0,0,0,41.25997434600967
2011-01-29 16:00:00,1,0,0,1,9.84,12.12,60,11.0014,0,0,0,75.80816188047864
2011-01-29 17:00:00,1,0,0,1,9.84,14.395,60,0.0,0,0,0,75.80816188047864
2011-01-29 18:00:00,1,0,0,1,9.02,11.365,69,8.9981,0,0,0,41.25997434600967
2011-01-29 19:00:00,1,0,0,2,9.02,10.605,69,16.9979,0,0,0,41.25997434600967
2011-01-29 20:00:00,1,0,0,1,7.38,10.605,74,6.0032,0,0,0,8.816860548447167
2011-01-29 21:00:00,1,0,0,1,7.38,10.605,74,6.0032,0,0,0,8.816860548447167
2011-01-29 22:00:00,1,0,0,1,6.56,9.85,80,6.0032,0,0,0,-17.272882077242855
2011-01-29 23:00:00,1,0,0,1,6.56,9.85,80,6.0032,0,0,0,-17.272882077242855
2011-01-30 00:00:00,1,0,0,1,6.56,9.09,80,7.0015,0,0,0,-17.272882077242855
2011-01-30 01:00:00,1,0,0,1,5.74,10.605,80,0.0,0,0,0,-26.445734885375003
2011-01-30 02:00:00,1,0,0,1,6.56,11.365,80,0.0,0,0,0,-17.272882077242855
2011-01-30 03:00:00,1,0,0,1,5.74,10.605,93,0.0,0,0,0,-63.09899615675039
2011-01-30 04:00:00,1,0,0,1,5.74,10.605,93,0.0,0,0,0,-63.09899615675039
2011-01-30 05:00:00,1,0,0,1,5.74,10.605,86,0.0,0,0,0,-43.36262470293286
2011-01-30 07:00:00,1,0,0,1,5.74,10.605,86,0.0,0,0,0,-43.36262470293286
2011-01-30 08:00:00,1,0,0,2,5.74,10.605,86,0.0,0,0,0,-43.36262470293286
2011-01-30 09:00:00,1,0,0,2,6.56,11.365,80,0.0,0,0,0,-17.272882077242855
2011-01-30 10:00:00,1,0,0,2,7.38,12.12,80,0.0,0,0,0,-8.100029269110706
2011-01-30 11:00:00,1,0,0,1,9.02,13.635,75,0.0,0,0,0,24.343084528451797
2011-01-30 12:00:00,1,0,0,1,12.3,15.91,52,7.0015,0,0,0,125.88257339495223
2011-01-30 13:00:00,1,0,0,1,11.48,14.395,61,7.0015,0,0,0,91.33438586048328
2011-01-30 14:00:00,1,0,0,1,11.48,15.15,61,6.0032,0,0,0,91.33438586048328
2011-01-30 15:00:00,1,0,0,1,12.3,16.665,56,0.0,0,0,0,114.60464684991365
2011-01-30 16:00:00,1,0,0,1,12.3,16.665,56,0.0,0,0,0,114.60464684991365
2011-01-30 17:00:00,1,0,0,1,12.3,14.395,56,12.998,0,0,0,114.60464684991365
2011-01-30 18:00:00,1,0,0,1,10.66,12.88,65,11.0014,0,0,0,70.88360650731255
2011-01-30 19:00:00,1,0,0,1,10.66,12.88,65,12.998,0,0,0,70.88360650731255
2011-01-30 20:00:00,1,0,0,2,10.66,13.635,65,7.0015,0,0,0,70.88360650731255
2011-01-30 21:00:00,1,0,0,2,9.84,12.12,70,11.0014,0,0,0,47.61334551788218
2011-01-30 22:00:00,1,0,0,2,9.84,11.365,70,12.998,0,0,0,47.61334551788218
2011-01-30 23:00:00,1,0,0,2,9.84,10.605,65,19.0012,0,0,0,61.7107536991804
2011-01-31 00:00:00,1,0,1,2,9.84,11.365,65,15.0013,0,0,0,61.7107536991804
2011-01-31 01:00:00,1,0,1,1,9.02,10.605,64,16.9979,0,0,0,55.357382527307905
2011-01-31 02:00:00,1,0,1,1,9.02,11.365,64,12.998,0,0,0,55.357382527307905
2011-01-31 03:00:00,1,0,1,1,9.02,11.365,64,12.998,0,0,0,55.357382527307905
2011-01-31 04:00:00,1,0,1,1,8.2,9.85,59,15.0013,0,0,0,60.28193790047399
2011-01-31 05:00:00,1,0,1,1,7.38,8.335,64,19.0012,0,0,0,37.01167691104362
2011-01-31 06:00:00,1,0,1,1,6.56,6.82,69,22.0028,0,0,0,13.741415921613239
2011-01-31 07:00:00,1,0,1,2,6.56,6.82,64,19.0012,0,0,0,27.838824102911474
2011-01-31 08:00:00,1,0,1,2,6.56,6.82,59,19.0012,0,0,0,41.93623228420971
2011-01-31 09:00:00,1,0,1,2,6.56,6.82,59,19.9995,0,0,0,41.93623228420971
2011-01-31 10:00:00,1,0,1,2,6.56,7.575,59,12.998,0,0,0,41.93623228420971
2011-01-31 11:00:00,1,0,1,2,6.56,7.575,59,12.998,0,0,0,41.93623228420971
2011-01-31 12:00:00,1,0,1,2,7.38,10.605,55,7.0015,0,0,0,62.38701163738044
2011-01-31 13:00:00,1,0,1,2,6.56,11.365,59,0.0,0,0,0,41.93623228420971
2011-01-31 14:00:00,1,0,1,2,7.38,9.85,55,8.9981,0,0,0,62.38701163738044
2011-01-31 15:00:00,1,0,1,2,6.56,9.09,59,8.9981,0,0,0,41.93623228420971
2011-01-31 16:00:00,1,0,1,2,6.56,9.09,56,12.998,0,0,0,50.39467719298864
2011-01-31 17:00:00,1,0,1,2,6.56,7.575,59,12.998,0,0,0,41.93623228420971
2011-01-31 18:00:00,1,0,1,2,6.56,7.575,55,15.0013,0,0,0,53.21415882924829
2011-01-31 19:00:00,1,0,1,1,12.3,15.91,61,7.0015,0,0,0,100.50723866861543
2011-01-31 20:00:00,1,0,1,3,6.56,8.335,59,11.0014,0,0,0,41.93623228420971
2011-01-31 21:00:00,1,0,1,3,6.56,9.85,59,6.0032,0,0,0,41.93623228420971
2011-01-31 22:00:00,1,0,1,2,6.56,9.09,59,7.0015,0,0,0,41.93623228420971
2011-01-31 23:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,0,0,27.838824102911474
2011-02-20 00:00:00,1,0,0,1,10.66,10.605,35,30.0026,0,0,0,155.46805559510193
2011-02-20 01:00:00,1,0,0,1,9.84,9.85,41,31.0009,0,0,0,129.37831296941192
2011-02-20 02:00:00,1,0,0,1,9.84,9.85,41,36.9974,0,0,0,129.37831296941192
2011-02-20 03:00:00,1,0,0,1,9.02,9.09,44,36.9974,0,0,0,111.74701525250083
2011-02-20 04:00:00,1,0,0,1,9.02,9.09,44,36.9974,0,0,0,111.74701525250083
2011-02-20 06:00:00,1,0,0,1,8.2,9.09,47,19.9995,0,0,0,94.11571753558974
2011-02-20 07:00:00,1,0,0,1,7.38,8.335,51,16.9979,0,0,0,73.66493818241902
2011-02-20 08:00:00,1,0,0,1,8.2,11.365,51,7.0015,0,0,0,82.83779099055116
2011-02-20 09:00:00,1,0,0,1,9.02,10.605,47,19.0012,0,0,0,103.28857034372189
2011-02-20 10:00:00,1,0,0,2,10.66,12.88,41,12.998,0,0,0,138.55116577754407
2011-02-20 11:00:00,1,0,0,2,12.3,15.15,33,11.0014,0,0,0,179.4527244838855
2011-02-20 12:00:00,1,0,0,1,12.3,15.91,33,7.0015,0,0,0,179.4527244838855
2011-02-20 13:00:00,1,0,0,1,13.94,16.665,29,0.0,0,0,0,209.07635664518835
2011-02-20 14:00:00,1,0,0,1,14.76,17.425,27,11.0014,0,0,0,223.8881727258398
2011-02-20 15:00:00,1,0,0,1,14.76,18.18,27,6.0032,0,0,0,223.8881727258398
2011-02-20 16:00:00,1,0,0,1,14.76,18.18,29,6.0032,0,0,0,218.24920945332053
2011-02-20 17:00:00,1,0,0,1,13.94,17.425,33,11.0014,0,0,0,197.79843010014977
2011-02-20 18:00:00,1,0,0,2,13.94,16.665,36,8.9981,0,0,0,189.33998519137083
2011-02-20 19:00:00,1,0,0,2,13.94,16.665,36,8.9981,0,0,0,189.33998519137083
2011-02-20 20:00:00,1,0,0,2,13.94,18.18,42,0.0,0,0,0,172.42309537381297
2011-02-20 21:00:00,1,0,0,2,13.12,17.425,53,0.0,0,0,0,132.2359445668247
